,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
112,Jamal Crawford,SG,6.7,16.2,0.415,2.3,6.8,0.331,4.4,9.3,0.47700000000000004,2.2,2.5,0.903,0.5,1.7,2.2,4.0,0.9,0.2,2.1,1.9,17.9,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037000000000000005,0.0,-4.0,-3.9,-0.8,Timberwolves,2017-2018,REG,67,0.63,1.7,1.25,0.96,1.55,3.45,1.46,3.69,1.1159999999999999
113,Jordan Crawford,SG,8.2,18.3,0.444,5.4,9.5,0.5710000000000001,2.7,8.8,0.308,0.7,0.7,1.0,1.4,1.4,2.7,8.8,0.7,0.7,3.4,4.8,22.4,19.1,0.601,0.519,0.037000000000000005,4.2,4.0,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0.0,0.2,0.15,3.9,-4.8,-0.9,0.0,Pelicans,2017-2018,REG,1,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.25
114,Jae Crowder,SF,4.7,11.6,0.40399999999999997,1.9,5.9,0.32299999999999995,2.8,5.7,0.488,2.1,2.5,0.818,1.0,3.7,4.7,1.7,1.1,0.4,1.3,3.2,13.3,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1,"Cavaliers, Jazz",2017-2018,REG,67,0.9,3.16,1.63,1.16,2.96,2.18,2.73,1.64,1.186
115,Dante Cunningham,SF,3.8,8.4,0.451,1.3,3.9,0.345,2.4,4.5,0.541,0.7,1.2,0.596,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.4,0.1,-1.4,0.2,"Pelicans, Nets",2017-2018,REG,61,0.64,2.46,0.93,0.9,1.61,1.67,1.49,0.8,1.181
116,Stephen Curry,PG,9.4,19.1,0.495,4.7,11.1,0.423,4.8,8.0,0.595,6.1,6.7,0.9209999999999999,0.8,5.0,5.8,6.8,1.8,0.2,3.4,2.5,29.7,28.2,0.675,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.8,9.1,0.267,9.9,-1.3,8.6,4.4,Warriors,2017-2018,REG,48,4.38,5.46,4.13,1.44,8.13,5.69,9.85,2.92,1.567
117,Troy Daniels,SG,5.1,12.8,0.40299999999999997,4.1,10.2,0.4,1.1,2.6,0.419,1.2,1.4,0.875,0.3,2.6,2.8,1.1,0.6,0.1,1.2,3.0,15.6,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,0.7,-3.6,-2.9,-0.4,Suns,2017-2018,REG,69,0.74,0.52,0.9,0.8,1.57,2.86,1.88,2.01,1.214
118,Anthony Davis,PF,10.3,19.3,0.534,0.7,2.1,0.34,9.6,17.2,0.5579999999999999,6.5,7.9,0.828,2.5,8.5,11.0,2.3,1.5,2.5,2.1,2.1,27.9,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.24100000000000002,2.8,2.3,5.2,4.9,Pelicans,2017-2018,REG,59,3.46,14.95,4.22,4.63,8.14,7.12,6.66,5.88,1.4380000000000002
119,Deyonta Davis,C,6.1,10.1,0.608,0.0,0.0,,6.1,10.1,0.608,1.5,2.2,0.667,2.9,6.7,9.5,1.5,0.6,1.5,1.2,4.8,13.7,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3,Grizzlies,2017-2018,REG,48,0.81,4.13,0.92,1.31,1.19,1.52,1.23,1.5,1.403
120,Ed Davis,C,4.2,7.1,0.5820000000000001,0.0,0.0,0.0,4.2,7.1,0.584,1.8,2.7,0.667,4.5,9.6,14.1,1.0,0.8,1.3,1.6,4.6,10.1,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.16399999999999998,-1.8,1.8,0.0,0.7,Trail Blazers,2017-2018,REG,68,0.22,4.5,0.78,2.31,1.03,1.93,1.24,1.38,1.43
121,Dewayne Dedmon,C,5.8,11.1,0.524,1.2,3.3,0.355,4.7,7.8,0.595,1.6,2.0,0.779,2.3,9.1,11.4,2.1,0.9,1.2,2.0,3.8,14.4,15.8,0.599,0.29600000000000004,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-1.0,1.6,0.5,1.0,Hawks,2017-2018,REG,50,0.7,4.8,1.36,1.58,2.7,2.22,2.58,2.12,1.3359999999999999
122,Sam Dekker,PF,5.2,10.6,0.494,0.4,2.4,0.16699999999999998,4.8,8.1,0.593,1.5,2.3,0.6609999999999999,1.8,5.3,7.1,1.5,1.0,0.4,1.3,2.9,12.4,11.5,0.534,0.23199999999999998,0.21600000000000003,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.1,-1.0,-3.1,-0.2,Clippers,2017-2018,REG,60,0.98,3.03,0.67,0.48,0.53,1.48,0.43,1.67,1.113
123,Malcolm Delaney,PG,3.9,10.1,0.382,1.6,4.4,0.371,2.2,5.7,0.391,2.6,3.3,0.804,0.3,3.2,3.6,5.8,1.2,0.2,2.3,2.9,12.0,10.6,0.519,0.435,0.32299999999999995,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1.0,0.047,-2.0,-1.5,-3.6,-0.4,Hawks,2017-2018,REG,54,0.67,1.15,1.15,0.41,1.04,1.65,1.44,2.13,1.186
124,Matthew Dellavedova,PG,2.8,7.7,0.36200000000000004,1.5,3.9,0.37200000000000005,1.3,3.7,0.35100000000000003,1.3,1.4,0.9259999999999999,0.7,2.5,3.2,7.3,0.7,0.0,2.5,3.4,8.3,8.6,0.5,0.513,0.17800000000000002,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,0.3,0.2,0.5,0.032,-2.3,-3.6,-5.9,-0.7,Bucks,2017-2018,REG,37,0.32,1.14,0.51,0.27,0.95,0.97,0.78,1.68,1.087
125,Luol Deng,SF,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,0.0,0.0,,0.0,0.0,0.0,2.8,2.8,0.0,2.8,0.0,5.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,10.1,3.7,0.0,33.3,9.8,0.0,0.0,0.0,-0.018000000000000002,-7.2,-1.3,-8.5,0.0,Lakers,2017-2018,REG,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
126,DeMar DeRozan,SG,8.6,18.8,0.456,1.2,3.8,0.31,7.4,15.0,0.494,6.1,7.4,0.825,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2.0,24.4,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,1.8,2.6,Raptors,2017-2018,REG,68,2.16,8.56,3.84,1.56,6.72,4.47,7.82,4.32,1.319
127,Cheick Diallo,PF,6.3,10.9,0.58,0.0,0.0,,6.3,10.9,0.58,3.1,4.1,0.758,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,17.0,0.619,0.0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2,Pelicans,2017-2018,REG,37,0.51,3.03,0.65,0.81,0.81,1.35,0.49,1.68,1.3330000000000002
128,Gorgui Dieng,C,5.0,10.5,0.479,0.5,1.6,0.311,4.5,8.8,0.511,2.1,2.8,0.775,2.9,6.9,9.7,1.9,1.2,1.1,1.6,4.0,12.7,14.7,0.5429999999999999,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.3,2.9,0.105,-1.0,0.6,-0.4,0.5,Timberwolves,2017-2018,REG,66,0.52,2.09,1.02,0.95,1.47,2.18,1.2,1.17,1.21
129,Spencer Dinwiddie,PG,5.1,13.1,0.387,2.2,6.8,0.326,2.9,6.3,0.452,3.4,4.2,0.813,0.6,3.4,4.0,8.2,1.1,0.4,2.0,2.9,15.7,15.9,0.527,0.517,0.32,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.11800000000000001,2.1,-1.8,0.2,1.3,Nets,2017-2018,REG,67,0.87,4.21,1.69,1.19,2.36,2.67,3.91,3.85,1.186
130,Tyler Dorsey,SG,5.3,14.1,0.377,2.7,7.4,0.36200000000000004,2.7,6.8,0.39299999999999996,1.7,2.3,0.7140000000000001,0.6,4.2,4.8,2.9,0.6,0.2,1.4,2.3,15.0,10.0,0.494,0.521,0.165,2.0,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,0.02,-1.8,-2.5,-4.2,-0.5,Hawks,2017-2018,REG,43,0.77,1.4,0.81,0.37,0.86,1.07,0.98,2.7,0.996
131,Damyean Dotson,SG,5.5,12.2,0.447,1.7,5.2,0.324,3.8,7.1,0.5379999999999999,1.2,1.7,0.696,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,11.6,0.532,0.42200000000000004,0.14300000000000002,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,0.06,-1.4,-1.7,-3.1,-0.1,Knicks,2017-2018,REG,35,0.37,0.69,0.6,0.11,0.06,0.43,0.26,2.11,1.087
132,Milton Doyle,SG,3.7,13.5,0.27699999999999997,1.2,6.6,0.174,2.6,6.9,0.375,1.2,2.3,0.5,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,5.2,0.337,0.489,0.17,2.5,12.9,7.6,11.7,2.3,1.2,3.8,18.2,-0.3,0.1,-0.1,-0.052000000000000005,-5.2,-0.6,-5.8,-0.1,Nets,2017-2018,REG,6,1.17,1.67,0.33,0.0,0.0,0.33,0.0,2.67,0.72
133,PJ Dozier,PG,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0,-5.0,0.5,0.0,0.0,0.0,38.3,18.5,0.0,0.0,0.0,33.3,42.9,0.0,0.0,0.0,-0.40399999999999997,-23.5,-10.5,-34.0,0.0,Thunder,2017-2018,REG,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
134,Goran Dragic,PG,7.3,16.3,0.45,1.7,4.5,0.37,5.6,11.7,0.48100000000000004,3.3,4.1,0.8009999999999999,0.8,3.8,4.6,5.4,1.0,0.2,2.5,2.7,19.6,16.6,0.5429999999999999,0.27899999999999997,0.252,2.5,12.0,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,1.0,-1.1,-0.1,1.2,Heat,2017-2018,REG,64,2.25,7.63,3.16,0.92,5.14,4.31,4.45,3.36,1.193
135,Andre Drummond,C,6.4,12.1,0.529,0.0,0.2,0.0,6.4,11.9,0.536,3.3,5.4,0.605,5.5,11.6,17.1,3.3,1.6,1.7,2.7,3.4,16.1,22.9,0.555,0.012,0.44799999999999995,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.18899999999999997,0.2,5.3,5.5,5.0,Pistons,2017-2018,REG,66,1.18,11.82,2.26,5.45,4.21,2.79,4.41,3.48,1.3219999999999998
136,Jared Dudley,PF,2.5,6.4,0.39299999999999996,1.5,4.2,0.363,1.0,2.2,0.452,1.4,1.8,0.7709999999999999,0.4,4.5,4.9,4.1,1.3,0.6,1.5,4.5,8.0,8.8,0.5529999999999999,0.6559999999999999,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,0.057999999999999996,-1.9,0.0,-1.9,0.0,Suns,2017-2018,REG,39,0.13,0.46,0.59,0.26,0.62,1.0,0.67,0.82,1.287
137,Kris Dunn,PG,6.8,15.7,0.429,1.0,3.2,0.321,5.7,12.6,0.457,2.0,2.7,0.737,0.6,4.7,5.2,7.3,2.5,0.6,3.5,4.1,16.5,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.8,0.027000000000000003,-1.4,1.4,-0.1,0.7,Bulls,2017-2018,REG,52,1.5,6.08,2.17,1.19,3.79,2.35,3.56,3.56,1.05
138,Kevin Durant,PF,9.8,18.9,0.516,2.7,6.4,0.419,7.1,12.5,0.565,5.6,6.3,0.889,0.5,6.7,7.2,5.7,0.8,1.8,3.2,2.1,27.7,26.0,0.64,0.33799999999999997,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,0.215,5.0,0.7,5.6,4.5,Warriors,2017-2018,REG,59,4.49,7.8,3.88,1.98,7.76,6.31,7.93,4.37,1.482
139,Jarell Eddie,SF,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,"Celtics, Bulls",2017-2018,REG,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Henry Ellenson,PF,5.8,16.0,0.363,2.2,6.6,0.33299999999999996,3.6,9.4,0.384,2.7,3.2,0.862,1.1,7.8,8.9,2.2,0.5,0.0,2.0,2.4,16.5,10.5,0.47600000000000003,0.41100000000000003,0.19899999999999998,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,Pistons,2017-2018,REG,28,0.18,1.07,0.68,0.14,0.0,0.32,0.07,2.04,0.8190000000000001
141,Wayne Ellington,SG,5.0,12.3,0.40700000000000003,4.0,10.2,0.392,1.0,2.1,0.479,1.2,1.4,0.8590000000000001,0.4,3.4,3.8,1.4,0.9,0.1,0.9,1.7,15.2,12.5,0.588,0.8270000000000001,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.8,-1.8,0.0,1.0,Heat,2017-2018,REG,64,0.94,0.94,1.58,0.69,1.98,4.0,1.67,3.55,1.227
142,Joel Embiid,C,9.6,19.9,0.483,1.2,4.0,0.308,8.4,15.9,0.527,6.8,8.8,0.769,2.7,10.3,13.0,3.7,0.8,2.1,4.4,3.9,27.2,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,0.1,2.5,2.6,2.2,76ers,2017-2018,REG,56,0.52,10.43,2.36,3.02,6.59,5.16,6.07,5.43,1.369
143,Tyler Ennis,PG,5.0,11.8,0.42,0.7,3.0,0.25,4.2,8.9,0.47600000000000003,1.2,1.5,0.759,1.0,4.0,5.0,5.5,1.6,0.5,2.0,4.0,11.8,11.1,0.473,0.25,0.129,3.0,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.057999999999999996,-2.8,-0.1,-2.9,-0.1,Lakers,2017-2018,REG,41,0.44,1.95,0.51,0.12,0.66,0.59,0.88,0.9,0.963
144,Jawun Evans,PG,4.1,11.7,0.35200000000000004,0.7,2.5,0.278,3.4,9.2,0.37200000000000005,1.8,2.3,0.7759999999999999,0.4,3.5,3.9,4.6,1.7,0.3,2.0,4.5,10.7,7.2,0.42100000000000004,0.213,0.19399999999999998,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011000000000000001,-4.2,-0.5,-4.7,-0.5,Clippers,2017-2018,REG,42,0.81,2.52,1.07,0.64,1.43,1.19,0.93,1.88,0.912
145,Tyreke Evans,PG,8.2,18.1,0.452,2.6,6.4,0.39899999999999997,5.6,11.7,0.48200000000000004,3.7,4.7,0.785,1.0,5.0,5.9,6.0,1.3,0.4,2.6,2.2,22.6,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.4,-0.8,3.6,2.3,Grizzlies,2017-2018,REG,50,3.2,8.4,3.0,1.2,4.28,5.34,4.42,5.3,1.25
146,Dante Exum,PG,6.4,13.3,0.483,0.8,2.8,0.278,5.7,10.6,0.536,3.8,4.7,0.8059999999999999,0.6,3.4,4.0,6.6,1.2,0.5,3.1,3.1,17.5,16.7,0.5660000000000001,0.207,0.35600000000000004,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0.0,Jazz,2017-2018,REG,1,0.0,6.0,0.0,0.0,1.0,2.0,3.0,4.0,1.429
147,Kenneth Faried,PF,5.9,11.6,0.514,0.0,0.1,0.0,5.9,11.5,0.517,2.8,4.0,0.706,5.3,6.6,11.9,1.4,0.9,1.0,1.8,4.0,14.7,17.4,0.552,0.006999999999999999,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-1.1,-1.1,-2.3,0.0,Nuggets,2017-2018,REG,32,0.97,4.44,0.97,1.34,0.75,3.09,1.03,0.94,1.27
148,Derrick Favors,C,6.6,11.7,0.563,0.2,1.1,0.222,6.4,10.7,0.596,2.3,3.6,0.6509999999999999,3.3,5.9,9.2,1.7,0.9,1.4,1.5,2.7,15.8,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.5,2.2,2.7,2.5,Jazz,2017-2018,REG,65,0.6,8.4,1.75,2.48,3.65,2.69,3.15,2.54,1.337
149,Kay Felder,PG,5.4,18.0,0.3,1.0,4.9,0.21100000000000002,4.4,13.1,0.33299999999999996,2.8,3.1,0.917,0.8,3.9,4.6,5.1,0.8,0.3,4.1,2.8,14.7,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,"Bulls, Pistons",2017-2018,REG,15,0.0,1.2,0.33,0.0,0.27,2.0,0.53,0.87,0.809
150,Cristiano Felicio,C,4.7,7.9,0.591,0.0,0.1,0.0,4.7,7.8,0.596,2.0,3.0,0.667,3.1,5.5,8.6,2.0,0.6,0.4,2.0,3.8,11.3,12.5,0.614,0.009000000000000001,0.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1,Bulls,2017-2018,REG,42,0.29,3.24,0.88,0.74,0.64,1.14,0.4,2.19,1.449
151,Raymond Felton,PG,5.9,14.6,0.406,2.1,6.1,0.35200000000000004,3.8,8.5,0.444,0.9,1.2,0.818,0.7,3.5,4.1,5.4,1.3,0.4,2.0,2.4,14.9,13.0,0.494,0.41700000000000004,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-1.1,-1.7,-2.8,-0.3,Thunder,2017-2018,REG,70,0.31,2.17,1.07,0.47,0.87,2.46,1.1,2.59,1.034
152,Terrance Ferguson,SG,3.3,8.0,0.414,1.9,5.7,0.33299999999999996,1.4,2.3,0.612,0.4,0.5,0.9,0.9,1.3,2.2,0.9,1.1,0.5,0.5,3.9,8.9,7.4,0.545,0.71,0.059000000000000004,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,0.7,0.5,1.2,0.077,-1.2,-1.3,-2.5,-0.1,Thunder,2017-2018,REG,52,0.69,0.73,0.5,0.23,0.37,0.52,0.65,1.37,1.071
153,Yogi Ferrell,SG,4.9,11.5,0.426,2.1,5.7,0.373,2.8,5.9,0.47700000000000004,1.3,1.6,0.7959999999999999,0.4,3.5,3.9,3.2,1.0,0.1,1.2,2.4,13.2,11.4,0.54,0.49200000000000005,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-0.4,-0.6,-1.0,0.6,Mavericks,2017-2018,REG,68,1.22,2.21,1.71,1.15,2.43,2.12,2.0,3.49,1.179
154,Dorian Finney-Smith,PF,3.7,9.7,0.38,1.6,5.4,0.299,2.1,4.3,0.48100000000000004,0.9,1.2,0.733,1.8,4.3,6.0,2.1,0.8,0.3,1.7,3.5,9.9,7.6,0.48200000000000004,0.5539999999999999,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,Mavericks,2017-2018,REG,10,0.3,1.2,0.7,0.8,1.1,1.4,0.5,0.6,1.161
155,Bryn Forbes,SG,5.0,11.8,0.42100000000000004,2.1,5.4,0.39,2.8,6.4,0.446,1.1,1.7,0.667,0.3,2.3,2.6,1.9,0.7,0.0,0.9,2.6,13.2,9.1,0.525,0.45899999999999996,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4,Spurs,2017-2018,REG,68,0.91,1.62,1.29,0.53,0.91,2.01,1.76,2.63,1.114
156,Evan Fournier,SF,7.2,15.7,0.45899999999999996,2.5,6.6,0.379,4.7,9.2,0.516,2.9,3.4,0.867,0.5,3.1,3.5,3.2,0.9,0.3,1.9,2.7,19.9,15.5,0.5770000000000001,0.418,0.21600000000000003,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7,Magic,2017-2018,REG,57,1.96,6.42,2.88,1.02,6.35,2.93,5.09,3.25,1.263
157,De'Aaron Fox,PG,5.8,14.2,0.41200000000000003,0.8,2.7,0.307,5.0,11.4,0.436,2.5,3.5,0.723,0.6,3.0,3.6,5.7,1.2,0.4,3.1,2.9,15.0,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.013999999999999999,-2.8,-1.5,-4.4,-1.2,Kings,2017-2018,REG,60,2.18,5.43,1.67,0.58,2.88,2.77,2.77,3.03,1.081
158,Tim Frazier,PG,2.9,7.4,0.395,0.7,2.4,0.304,2.2,5.0,0.44,1.0,1.3,0.767,0.8,4.2,4.9,8.3,2.0,0.3,2.4,4.2,7.6,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.4,0.3,-2.1,0.0,Wizards,2017-2018,REG,52,0.4,1.12,0.63,0.27,0.65,1.04,0.71,0.75,1.051
159,Channing Frye,C,5.4,11.0,0.491,2.0,6.0,0.33899999999999997,3.4,5.0,0.67,0.9,1.0,0.895,0.6,6.4,7.0,2.0,0.9,0.7,1.1,3.6,13.7,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-0.7,-1.0,-1.7,0.1,"Cavaliers, Lakers",2017-2018,REG,45,0.04,1.56,0.6,0.6,0.47,1.53,1.04,1.73,1.265
160,Markelle Fultz,SG,6.4,15.8,0.405,0.0,0.1,0.0,6.4,15.7,0.409,1.4,3.0,0.47600000000000003,1.6,4.6,6.1,7.5,1.7,0.6,2.4,3.1,14.2,12.4,0.41600000000000004,0.009000000000000001,0.18899999999999997,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.8,0.8,-3.0,-0.1,76ers,2017-2018,REG,4,0.5,4.0,0.0,1.0,1.5,1.25,1.75,1.5,0.889
161,Danilo Gallinari,SF,5.5,13.7,0.39799999999999996,1.9,6.0,0.324,3.5,7.8,0.455,4.3,4.7,0.9309999999999999,0.5,4.9,5.4,2.2,0.6,0.5,1.4,1.6,17.2,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.08800000000000001,0.0,-1.4,-1.4,0.1,Clippers,2017-2018,REG,19,1.42,4.0,2.0,1.37,5.11,4.16,3.53,3.16,1.2570000000000001
162,Langston Galloway,SG,5.3,14.2,0.371,3.1,9.1,0.344,2.1,5.1,0.418,1.4,1.7,0.805,0.5,3.3,3.8,2.4,1.5,0.2,0.8,1.6,15.0,12.2,0.503,0.6409999999999999,0.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,-1.6,-1.7,0.1,Pistons,2017-2018,REG,53,0.34,0.94,1.21,0.34,0.79,2.19,0.55,2.6,1.073
163,Marc Gasol,C,6.5,15.4,0.42,1.6,4.8,0.341,4.9,10.7,0.456,4.2,5.0,0.8340000000000001,1.2,7.7,8.9,4.6,0.8,1.5,2.9,2.8,18.8,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4.0,0.08,-0.1,1.6,1.5,2.1,Grizzlies,2017-2018,REG,64,0.48,5.91,2.44,1.72,5.38,4.06,4.77,3.55,1.22
164,Pau Gasol,C,5.7,12.5,0.45799999999999996,0.9,2.4,0.358,4.8,10.1,0.48100000000000004,3.1,4.2,0.7559999999999999,2.6,9.7,12.3,4.7,0.5,1.6,2.1,2.4,15.4,18.9,0.539,0.191,0.33299999999999996,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6.0,0.159,-0.1,3.3,3.2,2.4,Spurs,2017-2018,REG,64,0.58,4.75,1.56,1.63,3.5,2.59,2.75,1.67,1.253
165,Rudy Gay,PF,7.4,15.7,0.47100000000000003,1.1,3.5,0.314,6.3,12.3,0.516,3.3,4.2,0.772,2.2,6.3,8.5,2.1,1.3,1.1,2.3,2.9,19.2,18.0,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1.0,2.1,3.1,0.12300000000000001,-0.7,1.0,0.3,0.7,Spurs,2017-2018,REG,44,1.02,5.23,1.39,1.84,2.7,2.52,2.98,2.93,1.222
166,Paul George,SF,7.2,16.7,0.43,3.0,7.6,0.401,4.1,9.1,0.45399999999999996,4.2,5.1,0.8220000000000001,0.9,4.7,5.6,3.3,2.0,0.5,2.6,2.9,21.6,18.7,0.57,0.45399999999999996,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5.0,3.9,8.9,0.14800000000000002,2.5,0.0,2.6,3.3,Thunder,2017-2018,REG,67,2.63,5.85,3.36,1.7,6.66,4.66,6.1,4.33,1.294
167,Marcus Georges-Hunt,SG,3.4,7.7,0.43799999999999994,0.6,2.4,0.267,2.7,5.3,0.515,2.1,3.4,0.619,1.1,1.4,2.6,1.1,1.0,0.0,0.5,5.1,9.5,6.9,0.515,0.313,0.43799999999999994,3.6,4.7,4.1,4.1,1.3,0.0,5.0,11.9,0.2,0.0,0.2,0.049,-1.7,-2.7,-4.4,-0.1,Timberwolves,2017-2018,REG,38,0.24,0.68,0.29,0.16,0.0,0.26,0.26,0.66,1.071
