,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
411,Wayne Selden,SG,6.0,14.0,0.431,2.5,6.3,0.402,3.5,7.6,0.456,2.3,3.1,0.746,0.8,2.1,2.9,3.4,0.9,0.3,2.8,3.1,16.9,11.8,0.551,0.45399999999999996,0.21899999999999997,2.6,6.8,4.7,16.0,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.7,-3.3,-4.0,-0.4,Grizzlies,2017-2018,REG,26,1.38,2.15,1.19,0.58,1.5,2.27,1.27,2.35,1.11
412,Ramon Sessions,PG,3.9,10.7,0.359,0.7,2.4,0.308,3.1,8.4,0.374,4.0,5.2,0.772,0.6,2.9,3.5,7.1,1.3,0.2,2.8,2.7,12.5,11.2,0.479,0.222,0.48700000000000004,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,"Knicks, Wizards",2017-2018,REG,18,0.33,2.22,0.72,0.44,0.83,0.67,1.28,1.89,1.012
413,Iman Shumpert,SG,2.9,7.6,0.379,0.9,3.4,0.26899999999999996,2.0,4.2,0.469,1.4,2.0,0.733,0.9,4.4,5.3,2.2,1.2,0.5,2.1,2.9,8.1,6.4,0.48,0.44799999999999995,0.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1,"Cavaliers, Kings",2017-2018,REG,14,0.21,1.0,0.0,0.5,1.0,0.5,0.86,2.07,1.069
414,Pascal Siakam,PF,5.4,10.7,0.508,0.6,2.8,0.22,4.8,7.8,0.612,1.2,1.9,0.621,1.7,6.1,7.8,3.4,1.3,0.9,1.4,3.6,12.6,14.5,0.5489999999999999,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,0.133,0.0,2.2,2.1,1.7,Raptors,2017-2018,REG,67,1.72,5.34,1.73,0.91,0.91,2.24,1.42,2.43,1.169
415,Ben Simmons,PG,7.2,13.2,0.545,0.0,0.1,0.0,7.2,13.0,0.551,2.5,4.5,0.56,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9,20.0,0.557,0.011000000000000001,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,1.0,3.6,4.6,4.6,76ers,2017-2018,REG,66,1.82,12.88,2.97,1.68,4.73,3.53,3.83,4.02,1.262
416,Jonathon Simmons,SG,6.3,13.5,0.465,1.2,3.6,0.33799999999999997,5.1,9.9,0.512,3.3,4.3,0.768,1.1,3.2,4.2,3.0,1.0,0.3,2.6,3.1,17.1,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,0.045,-1.0,-1.3,-2.3,-0.2,Magic,2017-2018,REG,68,1.93,6.62,2.0,1.57,3.34,2.59,4.54,3.46,1.272
417,Kobi Simmons,PG,4.5,10.6,0.423,0.6,2.2,0.282,3.9,8.4,0.46,1.4,1.4,1.0,0.8,2.0,2.8,3.8,1.0,0.3,2.5,3.4,11.0,7.7,0.49,0.20600000000000002,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,-0.4,0.2,-0.2,-0.013000000000000001,-3.9,-2.1,-6.0,-0.6,Grizzlies,2017-2018,REG,21,1.33,3.43,1.29,0.29,1.62,1.29,1.43,1.14,0.991
418,Kyle Singler,SF,4.3,12.8,0.33299999999999996,1.2,3.1,0.4,3.1,9.8,0.313,4.3,7.9,0.5379999999999999,0.6,5.5,6.1,1.2,0.6,0.0,1.8,2.4,14.0,5.9,0.43,0.23800000000000002,0.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,-0.1,0.0,0.0,-0.031,-7.7,-4.2,-11.8,-0.1,Thunder,2017-2018,REG,12,0.25,0.83,0.42,0.17,0.33,0.25,0.0,1.33,1.095
419,Marcus Smart,SG,4.2,11.5,0.36700000000000005,1.7,5.6,0.301,2.5,5.9,0.429,2.2,3.0,0.7290000000000001,1.0,3.3,4.2,5.8,1.6,0.5,2.9,3.0,12.3,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,0.055999999999999994,-1.6,1.1,-0.5,0.6,Celtics,2017-2018,REG,54,0.5,3.3,1.44,1.0,2.11,2.85,2.7,2.48,1.068
420,Ish Smith,PG,6.9,14.1,0.486,0.6,1.8,0.34700000000000003,6.2,12.3,0.506,1.4,2.0,0.698,0.5,3.5,3.9,6.3,1.1,0.4,1.9,2.5,15.8,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,0.102,-0.6,-0.6,-1.2,0.4,Pistons,2017-2018,REG,68,1.43,6.09,1.62,0.57,2.25,2.99,2.72,2.63,1.089
421,Jason Smith,C,5.7,14.5,0.391,0.5,4.0,0.125,5.2,10.5,0.494,2.4,2.7,0.905,2.3,4.4,6.7,1.8,0.4,1.6,2.0,5.6,14.3,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,-0.2,0.3,0.0,0.003,-4.8,-1.1,-6.0,-0.3,Wizards,2017-2018,REG,27,0.15,1.33,0.37,0.74,0.07,0.78,0.33,2.22,0.9390000000000001
422,Josh Smith,PF,3.0,12.0,0.25,0.0,0.0,,3.0,12.0,0.25,0.0,0.0,,9.0,3.0,12.0,0.0,0.0,0.0,0.0,9.0,6.0,3.5,0.25,0.0,0.0,28.1,8.7,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.013000000000000001,-6.0,-7.4,-13.4,0.0,Pelicans,2017-2018,REG,3,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.67,0.5
423,Tony Snell,SG,3.2,7.5,0.435,1.9,4.7,0.40299999999999997,1.4,2.8,0.49,0.7,0.8,0.792,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2.0,9.0,8.5,0.578,0.631,0.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.055999999999999994,-0.5,-1.3,-1.8,0.1,Bucks,2017-2018,REG,61,1.02,1.64,1.36,0.66,2.21,2.11,1.72,1.05,1.237
424,Marreese Speights,C,7.4,18.6,0.395,4.6,12.4,0.369,2.8,6.2,0.44799999999999995,2.1,2.9,0.727,1.1,6.0,7.1,2.1,0.4,1.2,2.1,5.7,21.4,13.7,0.539,0.6679999999999999,0.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,0.1,0.5,0.6,0.045,0.2,-2.9,-2.8,-0.1,Magic,2017-2018,REG,49,0.45,1.27,0.69,0.43,1.18,2.31,1.71,2.51,1.149
425,Nik Stauskas,SG,4.1,10.6,0.39,2.8,6.9,0.4,1.4,3.7,0.37,1.4,2.0,0.7240000000000001,0.3,4.1,4.4,2.7,0.6,0.3,1.8,1.7,12.5,9.0,0.5429999999999999,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-2.1,-1.8,-4.0,-0.3,"76ers, Nets",2017-2018,REG,35,0.37,0.57,0.51,0.34,0.66,1.11,0.54,1.74,1.183
426,Lance Stephenson,SG,5.9,13.8,0.42700000000000005,1.3,4.5,0.289,4.6,9.3,0.495,1.6,2.5,0.6609999999999999,1.2,7.0,8.3,4.6,0.9,0.3,2.5,3.4,14.7,12.4,0.495,0.327,0.179,3.8,22.0,12.9,18.6,1.2,0.8,14.7,21.6,-0.3,2.0,1.8,0.045,-2.0,-0.1,-2.1,0.0,Pacers,2017-2018,REG,69,1.16,3.68,1.43,1.1,1.59,2.97,1.14,3.46,1.08
427,Julyan Stone,SG,1.2,2.7,0.462,1.2,2.7,0.462,0.0,0.0,,0.2,0.4,0.5,0.2,5.8,6.0,5.3,0.8,0.4,1.4,4.3,3.9,7.6,0.684,1.0,0.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,0.2,0.2,0.3,0.087,-2.1,0.3,-1.8,0.0,Hornets,2017-2018,REG,15,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.07,1.75
428,Caleb Swanigan,PF,4.6,11.4,0.4,0.2,1.5,0.125,4.4,9.9,0.442,2.3,3.4,0.667,2.9,7.4,10.3,2.7,1.0,0.6,3.4,7.0,11.6,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.0,0.6,-5.4,-0.2,Trail Blazers,2017-2018,REG,20,0.1,1.5,0.3,0.6,0.65,0.3,0.3,0.9,0.935
429,Jayson Tatum,SF,5.9,12.3,0.475,1.6,3.6,0.434,4.3,8.8,0.49200000000000005,3.1,3.8,0.826,0.7,5.2,5.9,1.9,1.2,0.9,1.7,2.5,16.4,15.3,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.5,3.0,4.0,7.1,0.139,-0.5,1.5,1.0,1.8,Celtics,2017-2018,REG,68,1.93,4.74,2.32,1.09,3.1,3.13,3.32,3.75,1.33
430,Isaiah Taylor,PG,5.0,12.0,0.418,0.6,2.5,0.25,4.4,9.6,0.461,3.1,4.3,0.7020000000000001,0.7,2.2,2.9,6.4,1.0,0.3,2.6,3.6,13.7,10.9,0.49200000000000005,0.205,0.36200000000000004,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027000000000000003,-2.9,-2.5,-5.4,-1.0,Hawks,2017-2018,REG,54,1.06,3.19,1.0,0.5,1.28,1.22,0.85,2.13,1.1840000000000002
431,Jeff Teague,PG,5.5,12.4,0.446,1.3,3.6,0.368,4.2,8.8,0.47700000000000004,3.1,3.7,0.845,0.4,2.9,3.3,7.7,1.6,0.4,2.8,2.7,15.5,16.4,0.5529999999999999,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.8,16.4,20.6,3.4,1.4,4.9,0.10099999999999999,1.5,-1.3,0.2,1.3,Timberwolves,2017-2018,REG,58,1.33,6.24,2.31,0.48,3.76,2.93,4.81,2.02,1.232
432,Mirza Teletovic,PF,5.7,12.9,0.439,4.8,10.2,0.467,0.9,2.7,0.33299999999999996,0.0,0.0,,0.7,4.5,5.2,2.3,0.9,0.2,1.6,3.2,16.1,13.5,0.623,0.789,0.0,2.2,14.7,8.5,9.5,1.3,0.5,10.9,18.2,0.2,0.1,0.3,0.09,1.6,-3.3,-1.6,0.0,Bucks,2017-2018,REG,10,0.3,0.4,0.3,0.0,2.1,1.5,1.5,2.0,1.246
433,Garrett Temple,SG,4.4,10.6,0.418,2.0,5.1,0.392,2.5,5.6,0.442,1.3,1.7,0.769,0.5,2.9,3.4,2.8,1.3,0.6,1.8,3.0,12.2,10.2,0.536,0.47700000000000004,0.16399999999999998,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.9,0.1,Kings,2017-2018,REG,62,1.0,1.87,1.55,0.97,2.23,2.0,2.42,1.84,1.159
434,Milos Teodosic,PG,4.8,11.4,0.419,2.8,7.4,0.379,2.0,4.1,0.49200000000000005,1.2,1.5,0.848,0.5,3.5,4.0,6.6,0.7,0.2,3.1,3.3,13.6,11.6,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1.0,0.4,20.3,18.2,0.9,0.5,1.4,0.057999999999999996,0.8,-2.2,-1.4,0.2,Clippers,2017-2018,REG,38,0.5,1.21,0.89,0.61,2.29,2.87,1.87,2.13,1.141
435,Jason Terry,SG,2.6,6.8,0.38299999999999995,1.8,5.1,0.348,0.8,1.7,0.48700000000000004,0.4,0.4,0.889,0.2,1.9,2.1,2.6,1.9,0.6,1.1,2.3,7.3,8.1,0.525,0.747,0.057999999999999996,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,0.1,0.6,0.7,0.042,-1.6,-0.5,-2.1,0.0,Bucks,2017-2018,REG,37,0.62,0.32,0.78,0.22,0.27,1.38,0.43,0.81,1.077
436,Daniel Theis,C,4.8,9.0,0.541,0.7,2.2,0.31,4.2,6.7,0.617,2.3,3.1,0.753,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6.0,12.7,16.1,0.616,0.249,0.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.17800000000000002,-0.8,3.4,2.6,1.1,Celtics,2017-2018,REG,63,0.16,2.86,0.48,1.16,0.75,2.02,0.81,1.68,1.421
437,Isaiah Thomas,PG,6.6,17.6,0.373,2.3,7.9,0.293,4.3,9.7,0.43799999999999994,4.9,5.5,0.893,0.7,2.1,2.8,6.4,0.6,0.1,4.0,2.4,20.3,12.6,0.508,0.447,0.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.009000000000000001,-0.9,-4.3,-5.2,-0.7,"Cavaliers, Lakers",2017-2018,REG,29,2.55,4.28,2.48,1.79,3.34,3.86,4.48,4.0,1.179
438,Lance Thomas,PF,2.7,7.1,0.382,1.3,3.3,0.40299999999999997,1.4,3.8,0.364,1.2,1.4,0.83,1.2,3.5,4.7,1.2,0.8,0.4,1.1,3.6,7.9,6.3,0.513,0.46399999999999997,0.19899999999999998,3.6,10.7,7.2,4.2,1.1,0.9,12.1,10.7,0.3,0.6,0.9,0.031,-2.1,-0.5,-2.6,-0.2,Knicks,2017-2018,REG,64,0.41,0.94,0.58,0.44,1.03,0.92,1.22,0.86,1.157
439,Klay Thompson,SG,8.3,16.9,0.488,3.3,7.5,0.44,5.0,9.5,0.526,1.2,1.4,0.8370000000000001,0.4,3.5,4.0,2.7,0.8,0.5,1.8,1.7,21.0,16.1,0.598,0.442,0.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,3.2,1.8,4.9,0.094,1.8,-2.4,-0.6,0.9,Warriors,2017-2018,REG,64,3.83,4.06,2.64,1.23,5.14,5.22,4.52,4.95,1.24
440,Tristan Thompson,C,4.4,7.9,0.562,0.0,0.0,,4.4,7.9,0.562,1.4,2.7,0.544,4.2,7.6,11.8,1.1,0.5,0.6,1.2,3.4,10.3,13.6,0.569,0.0,0.336,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,1.8,0.7,2.5,0.113,-1.6,-0.9,-2.5,-0.1,Cavaliers,2017-2018,REG,42,0.74,5.29,0.55,1.5,2.31,1.43,1.48,1.07,1.354
441,Sindarius Thornwell,SG,3.1,7.3,0.429,0.7,1.9,0.377,2.4,5.4,0.44799999999999995,1.8,2.7,0.67,1.0,3.3,4.4,2.1,1.5,0.8,1.7,3.9,8.8,8.2,0.519,0.262,0.37799999999999995,3.2,10.0,6.7,7.8,2.0,1.8,16.3,12.1,0.1,0.9,1.0,0.040999999999999995,-2.6,1.0,-1.6,0.1,Clippers,2017-2018,REG,58,0.78,1.55,0.98,0.29,0.78,0.83,0.83,1.09,1.275
442,Anthony Tolliver,PF,4.5,9.7,0.46399999999999997,3.3,7.5,0.436,1.2,2.2,0.561,2.2,2.7,0.797,1.0,3.9,4.9,1.8,0.7,0.4,1.2,3.0,14.4,13.9,0.6629999999999999,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,2.3,-0.8,1.5,1.5,Pistons,2017-2018,REG,65,0.74,1.17,1.32,0.75,1.15,2.51,1.72,2.29,1.4040000000000001
443,Karl-Anthony Towns,C,7.9,14.5,0.545,1.5,3.5,0.42100000000000004,6.4,10.9,0.585,4.3,5.0,0.858,2.9,9.5,12.5,2.5,0.8,1.4,2.0,3.5,21.5,24.9,0.6459999999999999,0.243,0.34299999999999997,9.3,30.9,20.0,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14.0,0.23,4.4,1.1,5.5,5.5,Timberwolves,2017-2018,REG,69,0.71,10.12,3.04,3.86,4.28,6.12,5.17,5.04,1.501
444,Evan Turner,SF,4.6,10.2,0.447,0.7,2.3,0.318,3.8,7.9,0.485,1.6,1.9,0.85,0.5,3.8,4.3,3.1,0.8,0.5,1.8,2.9,11.5,9.9,0.52,0.22899999999999998,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.4,0.6,-1.8,0.1,Trail Blazers,2017-2018,REG,65,0.51,2.86,1.14,0.86,2.74,2.18,1.98,1.15,1.119
445,Myles Turner,C,6.0,12.5,0.479,1.1,3.1,0.35700000000000004,4.9,9.5,0.519,3.1,4.0,0.777,1.8,6.4,8.2,1.7,0.7,2.3,1.9,3.6,16.2,16.6,0.5670000000000001,0.24600000000000002,0.322,5.8,19.8,12.8,7.0,1.0,5.7,11.6,20.0,2.2,2.5,4.7,0.122,-1.1,1.8,0.7,1.3,Pacers,2017-2018,REG,53,0.68,4.38,1.75,1.66,4.58,3.0,4.23,1.72,1.36
446,Ekpe Udoh,C,2.7,5.3,0.5,0.0,0.0,0.0,2.7,5.3,0.504,1.9,2.5,0.75,3.0,3.6,6.7,2.4,1.9,3.3,0.9,4.7,7.2,15.2,0.56,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,1.3,1.8,3.2,0.187,-1.1,6.8,5.7,1.6,Jazz,2017-2018,REG,56,0.23,2.04,0.5,0.7,0.36,0.7,0.64,1.11,1.402
447,Tyler Ulis,PG,4.6,12.0,0.38799999999999996,0.9,3.2,0.28800000000000003,3.7,8.8,0.425,1.8,2.2,0.8320000000000001,0.5,2.3,2.8,6.8,1.5,0.2,2.8,2.6,12.0,10.1,0.465,0.265,0.183,1.5,6.8,4.1,28.0,2.0,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-2.8,-2.4,-5.2,-1.3,Suns,2017-2018,REG,59,0.66,2.34,0.83,0.44,1.68,1.64,1.76,1.68,0.9570000000000001
448,Jonas Valanciunas,C,8.1,14.3,0.568,0.6,1.5,0.405,7.5,12.8,0.5870000000000001,3.5,4.4,0.8059999999999999,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4.0,20.4,22.5,0.628,0.10800000000000001,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,4.6,3.0,7.6,0.21,0.7,0.8,1.5,1.5,Raptors,2017-2018,REG,64,0.25,8.16,0.98,2.52,4.58,2.78,3.97,1.02,1.4169999999999998
449,Denzel Valentine,SG,5.2,12.4,0.41700000000000004,2.5,6.4,0.386,2.7,6.0,0.45,0.7,0.9,0.745,0.8,5.9,6.8,4.2,1.1,0.2,1.7,3.2,13.5,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1.0,1.5,2.5,0.057,-0.4,-0.1,-0.5,0.8,Bulls,2017-2018,REG,68,2.01,2.65,1.62,0.46,2.54,2.4,2.38,2.47,1.0759999999999998
450,Fred VanVleet,PG,5.5,12.9,0.426,2.6,6.2,0.414,2.9,6.7,0.43700000000000006,2.0,2.4,0.8320000000000001,0.6,3.8,4.4,5.8,1.6,0.5,1.8,3.1,15.5,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1.0,11.2,19.1,2.7,2.0,4.7,0.149,1.9,0.1,1.9,1.5,Raptors,2017-2018,REG,65,1.51,3.17,1.51,0.52,0.57,3.15,0.85,3.57,1.1840000000000002
451,Rashad Vaughn,SG,3.9,9.5,0.41100000000000003,2.4,6.3,0.37799999999999995,1.5,3.2,0.474,0.7,1.0,0.667,0.5,3.1,3.6,2.2,0.8,0.5,1.0,2.5,10.9,9.3,0.546,0.6609999999999999,0.107,1.6,9.8,5.7,8.7,1.2,1.2,9.3,13.7,0.1,0.1,0.2,0.05,-1.9,-2.8,-4.7,-0.1,"Bucks, Nets, Magic",2017-2018,REG,28,0.18,0.43,0.46,0.21,0.57,0.86,0.07,0.79,1.143
452,Noah Vonleh,PF,4.3,9.6,0.444,0.8,2.7,0.303,3.5,6.9,0.5,1.5,2.4,0.621,2.9,9.9,12.8,1.4,0.8,0.7,1.3,2.8,10.9,12.8,0.509,0.282,0.248,8.5,30.2,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.6,0.09,-3.4,0.3,-3.1,-0.2,"Trail Blazers, Bulls",2017-2018,REG,45,0.09,2.18,0.4,0.96,0.91,0.98,1.0,1.33,1.151
453,Nikola Vucevic,C,8.5,18.0,0.475,1.4,4.4,0.314,7.2,13.6,0.527,1.6,2.0,0.8190000000000001,2.2,9.0,11.2,4.1,1.2,1.3,2.3,3.1,20.1,19.7,0.5329999999999999,0.243,0.11199999999999999,6.6,27.8,17.1,19.9,1.6,3.0,11.0,25.9,1.3,2.3,3.6,0.102,0.6,2.1,2.7,2.0,Magic,2017-2018,REG,46,1.35,8.48,2.33,2.04,5.8,3.3,5.63,2.41,1.176
454,Dwyane Wade,SG,7.0,16.0,0.43799999999999994,0.7,2.6,0.28800000000000003,6.3,13.4,0.46799999999999997,3.2,4.4,0.7140000000000001,1.2,4.7,5.9,5.3,1.4,1.1,3.3,2.9,17.9,15.0,0.5,0.163,0.27699999999999997,3.7,14.6,9.2,23.5,2.0,2.6,15.5,26.2,-0.4,1.6,1.1,0.036000000000000004,-2.4,0.3,-2.1,0.0,"Cavaliers, Heat",2017-2018,REG,58,1.12,5.9,1.6,1.16,2.16,4.1,1.91,3.38,1.159
455,Dion Waiters,SG,6.4,16.1,0.39799999999999996,2.0,6.7,0.306,4.4,9.4,0.46299999999999997,2.0,2.7,0.7390000000000001,0.3,2.7,3.0,4.4,0.9,0.4,2.7,2.4,16.8,10.5,0.48700000000000004,0.415,0.168,1.0,8.5,4.7,19.8,1.3,0.8,13.7,25.0,-0.7,0.8,0.1,0.004,-2.0,-2.0,-4.0,-0.5,Heat,2017-2018,REG,30,0.97,5.53,2.1,1.1,4.4,3.0,3.3,3.37,1.046
456,Kemba Walker,PG,7.7,17.9,0.431,3.0,7.9,0.384,4.7,10.0,0.469,4.8,5.5,0.8640000000000001,0.4,2.8,3.3,5.8,1.2,0.3,2.4,1.3,23.3,20.6,0.5720000000000001,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,6.5,2.0,8.5,0.15,5.1,-1.9,3.2,3.6,Hornets,2017-2018,REG,67,2.6,6.06,3.36,1.37,5.24,6.06,5.58,5.7,1.2930000000000001
457,John Wall,PG,7.1,17.0,0.42,1.6,4.3,0.371,5.6,12.8,0.436,4.5,6.2,0.726,0.6,3.3,3.8,10.0,1.5,1.1,4.0,2.0,20.3,19.1,0.515,0.25,0.361,1.8,10.2,6.0,44.5,2.0,2.8,17.0,29.1,1.2,1.5,2.7,0.092,1.6,0.0,1.5,1.2,Wizards,2017-2018,REG,37,3.3,7.89,3.62,1.59,5.32,4.0,5.65,4.05,1.187
458,Tyrone Wallace,PG,4.7,10.4,0.445,0.4,1.7,0.25,4.2,8.8,0.483,2.6,3.3,0.782,0.9,3.6,4.4,3.0,1.1,0.5,1.9,3.5,12.3,10.1,0.517,0.162,0.316,2.7,10.7,6.8,11.8,1.5,1.3,14.1,16.6,0.2,0.5,0.7,0.042,-2.1,0.2,-2.0,0.0,Clippers,2017-2018,REG,21,2.67,6.29,1.95,0.9,3.33,1.57,3.19,2.0,1.2690000000000001
459,Jameel Warney,PF,9.3,16.0,0.583,0.0,0.0,,9.3,16.0,0.583,4.0,6.7,0.6,5.3,6.7,12.0,0.0,0.0,0.0,1.3,2.7,22.7,22.6,0.599,0.0,0.41700000000000004,15.9,21.3,18.5,0.0,0.0,0.0,6.6,25.6,0.1,0.0,0.1,0.157,-3.1,-9.1,-12.2,-0.1,Mavericks,2017-2018,REG,2,0.0,5.0,0.0,3.0,0.0,1.0,1.0,4.5,1.182
460,Travis Wear,SF,3.9,11.4,0.34700000000000003,2.7,7.4,0.36200000000000004,1.3,3.9,0.32,1.3,1.3,1.0,0.0,6.0,6.0,1.1,0.6,0.8,0.9,4.7,11.8,6.9,0.49700000000000005,0.653,0.111,0.0,17.6,8.9,4.2,0.8,1.8,7.4,15.2,0.0,0.2,0.2,0.042,-3.7,-1.3,-5.1,-0.2,Lakers,2017-2018,REG,7,0.29,0.29,0.71,0.0,0.0,2.29,0.43,1.71,1.033
461,Briante Weber,PG,2.9,6.5,0.442,0.6,1.7,0.364,2.3,4.9,0.469,1.2,1.5,0.8,1.2,4.1,5.3,3.3,2.7,0.8,2.3,4.3,7.6,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24.0,11.7,0.0,0.4,0.4,0.07200000000000001,-3.2,2.9,-0.4,0.1,"Rockets, Grizzlies",2017-2018,REG,14,0.5,0.86,0.64,0.14,0.43,0.64,0.14,0.79,1.167
462,David West,C,7.8,13.6,0.5710000000000001,0.1,0.3,0.375,7.7,13.3,0.5760000000000001,2.2,2.8,0.759,2.3,6.3,8.6,5.0,1.7,2.7,2.9,4.3,17.8,20.9,0.6,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,1.8,1.7,3.5,0.168,-0.2,3.2,3.0,1.3,Warriors,2017-2018,REG,57,0.67,4.25,0.68,1.04,0.07,3.93,0.07,3.05,1.37
463,Russell Westbrook,PG,9.4,20.8,0.449,1.2,4.0,0.298,8.2,16.8,0.485,5.2,7.0,0.737,1.9,8.1,9.9,10.1,1.8,0.2,4.7,2.5,25.1,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,5.1,3.1,8.2,7.5,Thunder,2017-2018,REG,68,5.44,11.26,5.16,2.69,6.29,6.54,6.47,5.63,1.194
464,Andrew White,SF,4.3,12.6,0.342,3.1,8.4,0.36700000000000005,1.2,4.1,0.292,0.2,0.7,0.25,0.7,5.2,5.9,1.0,0.5,0.2,1.4,2.1,11.9,5.8,0.461,0.6709999999999999,0.055,2.1,16.0,9.1,4.3,0.7,0.4,9.7,17.3,-0.2,0.1,-0.1,-0.034,-4.2,-2.9,-7.1,-0.3,Hawks,2017-2018,REG,7,0.43,1.14,0.86,0.43,1.14,0.71,2.57,1.0,1.1179999999999999
465,Derrick White,PG,4.1,8.5,0.485,2.1,3.4,0.615,2.1,5.2,0.4,3.6,5.2,0.7,1.3,5.4,6.7,2.3,1.0,0.8,1.6,2.1,14.0,15.9,0.6459999999999999,0.39399999999999996,0.606,4.0,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.0,0.5,0.5,0.1,Spurs,2017-2018,REG,17,0.24,0.71,0.47,0.29,0.24,0.53,0.35,2.06,1.636
466,Okaro White,PF,3.2,7.2,0.43799999999999994,1.8,5.0,0.364,1.4,2.3,0.6,0.9,1.4,0.667,1.4,3.6,5.0,0.9,0.5,0.5,0.5,2.7,9.0,8.9,0.5770000000000001,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.096,-1.5,-1.3,-2.9,0.0,Heat,2017-2018,REG,6,0.5,0.67,1.17,0.83,1.33,0.17,1.83,0.0,1.25
